stage,difficulty,loop,noteId,noteType,phraseRole,enemyCue,noteTimeMs,durationMs,noteEndMs,trackTimeMs,nearestBeatMs,nearestSubdivisionMs,signedBeatOffsetMs,signedSubdivisionOffsetMs,signedChartGridOffsetMs,barIndex,beatInBar,chartSubdivisionSupportRatio,beatSupportRatio,timingWarning,droppedFromSpacing
garage,easy,2,easy-l2-0099,tap,answer,false,81558,0,81558,81558,81723,81539,-165,19,0,56,0,0.993,0.964,,no
garage,easy,2,easy-l2-0100,tap,answer,false,82286,0,82286,82286,82450,82266,-164,20,0,56,2,0.993,0.964,,no
garage,easy,2,easy-l2-0101,tap,call,true,82831,0,82831,82831,82813,82812,18,19,0,56,3,0.993,0.964,,no
garage,easy,2,easy-l2-0102,tap,answer,false,83649,0,83649,83649,83541,83660,108,-11,0,57,1,0.993,0.964,,no
garage,easy,2,easy-l2-0103,hold,tame,false,84467,364,84831,84467,84632,84448,-165,19,0,58,0,0.993,0.964,,no
garage,easy,2,easy-l2-0104,tap,answer,false,85195,0,85195,85195,85359,85176,-164,19,0,58,2,0.993,0.964,,no
garage,easy,2,easy-l2-0105,mash,kobushi,false,85922,1182,87104,85922,86086,85903,-164,19,0,58,0,0.993,0.964,,no
garage,easy,2,easy-l2-0106,tap,answer,false,87467,0,87467,87467,87541,87479,-74,-12,0,59,0,0.993,0.964,,no
garage,easy,2,easy-l2-0107,hold,tame,false,88013,364,88377,88013,87904,88024,109,-11,0,60,1,0.993,0.964,,no
garage,easy,2,easy-l2-0108,tap,kobushi,false,88831,0,88831,88831,88995,88812,-164,19,0,61,0,0.993,0.964,,no
garage,easy,2,easy-l2-0109,tap,answer,false,89467,0,89467,89467,89359,89479,108,-12,0,61,1,0.993,0.964,,no
garage,easy,2,easy-l2-0110,tap,answer,false,90377,0,90377,90377,90450,90388,-73,-11,0,62,0,0.993,0.964,,no
garage,easy,2,easy-l2-0111,mash,kobushi,false,91195,1182,92377,91195,91177,91176,18,19,0,62,2,0.993,0.964,,no
garage,easy,2,easy-l2-0112,hold,tame,false,92740,364,93104,92740,92632,92751,108,-11,0,63,2,0.993,0.964,,no
garage,easy,2,easy-l2-0113,tap,answer,false,93377,0,93377,93377,93359,93357,18,20,0,64,0,0.993,0.964,,no
garage,easy,2,easy-l2-0114,tap,answer,false,93922,0,93922,93922,94086,93903,-164,19,0,64,2,0.993,0.964,,no
garage,easy,2,easy-l2-0115,tap,call,true,94649,0,94649,94649,94813,94630,-164,19,0,65,0,0.993,0.964,,no
garage,easy,2,easy-l2-0116,tap,answer,false,95467,0,95467,95467,95541,95479,-74,-12,0,65,2,0.993,0.964,,no
garage,easy,2,easy-l2-0117,hold,tame,false,96195,364,96559,96195,96268,96206,-73,-11,0,66,0,0.993,0.964,,no
garage,easy,2,easy-l2-0118,tap,answer,false,96831,0,96831,96831,96995,96812,-164,19,0,66,2,0.993,0.964,,no
garage,easy,2,easy-l2-0119,mash,kobushi,false,97649,1182,98831,97649,97723,97660,-74,-11,0,67,0,0.993,0.964,,no
garage,easy,2,easy-l2-0120,tap,answer,false,99195,0,99195,99195,99177,99176,18,19,0,68,0,0.993,0.964,,no
garage,easy,2,easy-l2-0121,hold,tame,false,99649,364,100013,99649,99541,99660,108,-11,0,68,1,0.993,0.964,,no
garage,easy,2,easy-l2-0122,tap,kobushi,false,100558,0,100558,100558,100632,100569,-74,-11,0,69,0,0.993,0.964,,no
garage,easy,2,easy-l2-0123,tap,answer,false,101286,0,101286,101286,101359,101297,-73,-11,0,69,2,0.993,0.964,,no
garage,easy,2,easy-l2-0124,tap,answer,false,101922,0,101922,101922,102086,101903,-164,19,0,70,0,0.993,0.964,,no
garage,easy,2,easy-l2-0125,mash,kobushi,false,102740,1182,103922,102740,102813,102751,-73,-11,0,70,2,0.993,0.964,,no
garage,easy,2,easy-l2-0126,hold,tame,false,104286,364,104650,104286,104268,104266,18,20,0,71,2,0.993,0.964,,no
garage,easy,2,easy-l2-0127,tap,answer,false,104922,0,104922,104922,104995,104933,-73,-11,0,72,0,0.993,0.964,,no
garage,easy,2,easy-l2-0128,tap,answer,false,105649,0,105649,105649,105723,105660,-74,-11,0,72,2,0.993,0.964,,no
garage,easy,2,easy-l2-0129,tap,call,true,106467,0,106467,106467,106450,106448,17,19,0,73,0,0.993,0.964,,no
garage,easy,2,easy-l2-0130,tap,answer,false,107195,0,107195,107195,107177,107176,18,19,0,73,2,0.993,0.964,,no
garage,easy,2,easy-l2-0131,hold,tame,false,107831,364,108195,107831,107904,107842,-73,-11,0,74,0,0.993,0.964,,no
garage,easy,2,easy-l2-0132,tap,answer,false,108558,0,108558,108558,108632,108569,-74,-11,0,74,2,0.993,0.964,,no
garage,easy,2,easy-l2-0133,mash,kobushi,false,109467,1182,110649,109467,109359,109479,108,-12,0,75,0,0.993,0.964,,no
garage,easy,2,easy-l2-0134,tap,answer,false,111013,0,111013,111013,111177,110994,-164,19,0,76,1,0.993,0.964,,no
garage,easy,2,easy-l2-0135,hold,tame,false,111467,364,111831,111467,111541,111479,-74,-12,0,76,2,0.993,0.964,,no
garage,easy,2,easy-l2-0136,tap,kobushi,false,112377,0,112377,112377,112268,112388,109,-11,0,77,0,0.993,0.964,,no
garage,easy,2,easy-l2-0137,tap,kobushi,false,112649,0,112649,112649,112632,112630,17,19,0,77,1,0.993,0.964,,no
garage,easy,2,easy-l2-0138,tap,answer,false,112922,0,112922,112922,112995,112933,-73,-11,0,77,2,0.993,0.964,,no
garage,easy,2,easy-l2-0139,tap,answer,false,113649,0,113649,113649,113723,113660,-74,-11,0,78,0,0.993,0.964,,no
garage,easy,2,easy-l2-0140,mash,kobushi,false,114467,1182,115649,114467,114450,114448,17,19,0,78,2,0.993,0.964,,no
garage,easy,2,easy-l2-0141,hold,tame,false,116013,364,116377,116013,115904,116024,109,-11,0,79,2,0.993,0.964,,no
garage,easy,2,easy-l2-0142,tap,answer,false,116558,0,116558,116558,116632,116569,-74,-11,0,80,0,0.993,0.964,,no
garage,easy,2,easy-l2-0143,tap,answer,false,117467,0,117467,117467,117359,117479,108,-12,0,80,2,0.993,0.964,,no
garage,easy,2,easy-l2-0144,tap,call,true,118195,0,118195,118195,118086,118206,109,-11,0,81,0,0.993,0.964,,no
garage,easy,2,easy-l2-0145,tap,answer,false,118831,0,118831,118831,118813,118812,18,19,0,81,2,0.993,0.964,,no
garage,easy,2,easy-l2-0146,hold,tame,false,119558,364,119922,119558,119541,119539,17,19,0,82,0,0.993,0.964,,no
garage,easy,2,easy-l2-0147,tap,answer,false,120377,0,120377,120377,120268,120388,109,-11,0,82,2,0.993,0.964,,no
garage,easy,2,easy-l2-0148,mash,kobushi,false,121195,1182,122377,121195,121359,121176,-164,19,0,83,1,0.993,0.964,,no
garage,easy,2,easy-l2-0149,tap,answer,false,122740,0,122740,122740,122813,122751,-73,-11,0,84,1,0.993,0.964,,no
garage,easy,2,easy-l2-0150,hold,tame,false,123195,364,123559,123195,123177,123176,18,19,0,84,2,0.993,0.964,,no
garage,easy,2,easy-l2-0151,tap,kobushi,false,124104,0,124104,124104,124268,124085,-164,19,0,85,1,0.993,0.964,,no
garage,easy,2,easy-l2-0152,tap,answer,false,124649,0,124649,124649,124632,124630,17,19,0,85,2,0.993,0.964,,no
garage,easy,2,easy-l2-0153,tap,kobushi,false,124922,0,124922,124922,124995,124933,-73,-11,0,85,3,0.993,0.964,,no
garage,easy,2,easy-l2-0154,tap,answer,false,125467,0,125467,125467,125359,125479,108,-12,0,86,0,0.993,0.964,,no
garage,easy,2,easy-l2-0155,mash,kobushi,false,126286,1182,127468,126286,126450,126266,-164,20,0,86,3,0.993,0.964,,no
garage,easy,2,easy-l2-0156,hold,tame,false,127831,364,128195,127831,127904,127842,-73,-11,0,87,3,0.993,0.964,,no
garage,easy,2,easy-l2-0157,tap,answer,false,128377,0,128377,128377,128268,128388,109,-11,0,88,0,0.993,0.964,,no
garage,easy,2,easy-l2-0158,tap,answer,false,129104,0,129104,129104,128995,129115,109,-11,0,88,2,0.993,0.964,,no
garage,easy,2,easy-l2-0159,tap,call,true,129649,0,129649,129649,129723,129660,-74,-11,0,89,0,0.993,0.964,,no
garage,easy,2,easy-l2-0160,tap,answer,false,130467,0,130467,130467,130450,130448,17,19,0,89,2,0.993,0.964,,no
garage,easy,2,easy-l2-0161,hold,tame,false,131377,364,131741,131377,131541,131357,-164,20,0,90,1,0.993,0.964,,no
garage,easy,2,easy-l2-0162,tap,answer,false,132104,0,132104,132104,132268,132085,-164,19,0,90,3,0.993,0.964,,no
garage,easy,2,easy-l2-0163,mash,kobushi,false,132831,1182,134013,132831,132995,132812,-164,19,0,91,1,0.993,0.964,,no
garage,easy,2,easy-l2-0164,tap,answer,false,134377,0,134377,134377,134450,134388,-73,-11,0,92,1,0.993,0.964,,no
garage,easy,2,easy-l2-0165,hold,tame,false,134922,364,135286,134922,134813,134933,109,-11,0,92,2,0.993,0.964,,no
garage,easy,2,easy-l2-0166,tap,kobushi,false,135740,0,135740,135740,135904,135721,-164,19,0,93,1,0.993,0.964,,no
garage,easy,2,easy-l2-0167,tap,answer,false,136467,0,136467,136467,136632,136448,-165,19,0,93,3,0.993,0.964,,no
garage,easy,2,easy-l2-0168,tap,answer,false,137286,0,137286,137286,137359,137297,-73,-11,0,94,1,0.993,0.964,,no
garage,easy,2,easy-l2-0169,tap,kobushi,false,137558,0,137558,137558,137723,137539,-165,19,0,94,2,0.993,0.964,,no
garage,easy,2,easy-l2-0170,mash,kobushi,false,137922,1182,139104,137922,138086,137903,-164,19,0,94,3,0.993,0.964,,no
garage,easy,2,easy-l2-drop-0001,tap,answer,false,4558,0,4558,4558,4632,4569,-74,-11,0,3,0,0.993,0.964,,playable-spacing
garage,easy,2,easy-l2-drop-0002,tap,answer,false,9740,0,9740,9740,9723,9721,17,19,0,6,2,0.993,0.964,,playable-spacing
garage,easy,2,easy-l2-drop-0003,tap,answer,false,16286,0,16286,16286,16268,16266,18,20,0,11,0,0.993,0.964,,playable-spacing
garage,easy,2,easy-l2-drop-0004,tap,answer,false,21377,0,21377,21377,21359,21357,18,20,0,14,2,0.993,0.964,,playable-spacing
garage,easy,2,easy-l2-drop-0005,tap,answer,false,28013,0,28013,28013,27904,28024,109,-11,0,19,0,0.993,0.964,,playable-spacing
garage,easy,2,easy-l2-drop-0006,tap,answer,false,33104,0,33104,33104,32995,33115,109,-11,0,22,2,0.993,0.964,,playable-spacing
garage,easy,2,easy-l2-drop-0007,tap,answer,false,39740,0,39740,39740,39904,39721,-164,19,0,27,1,0.993,0.964,,playable-spacing
garage,easy,2,easy-l2-drop-0008,tap,answer,false,44831,0,44831,44831,44995,44812,-164,19,0,30,3,0.993,0.964,,playable-spacing
garage,easy,2,easy-l2-drop-0009,tap,answer,false,51467,0,51467,51467,51541,51479,-74,-12,0,35,1,0.993,0.964,,playable-spacing
garage,easy,2,easy-l2-drop-0010,tap,answer,false,56558,0,56558,56558,56632,56569,-74,-11,0,38,3,0.993,0.964,,playable-spacing
garage,easy,2,easy-l2-drop-0011,tap,answer,false,63195,0,63195,63195,63177,63176,18,19,0,43,1,0.993,0.964,,playable-spacing
garage,easy,2,easy-l2-drop-0012,tap,answer,false,68286,0,68286,68286,68268,68266,18,20,0,46,3,0.993,0.964,,playable-spacing
garage,easy,2,easy-l2-drop-0013,tap,answer,false,74831,0,74831,74831,74813,74812,18,19,0,51,1,0.993,0.964,,playable-spacing
garage,easy,2,easy-l2-drop-0014,tap,kobushi,false,75104,0,75104,75104,75177,75115,-73,-11,0,51,2,0.993,0.964,,playable-spacing
garage,easy,2,easy-l2-drop-0015,tap,answer,false,80013,0,80013,80013,79904,80024,109,-11,0,54,3,0.993,0.964,,playable-spacing
garage,easy,2,easy-l2-drop-0016,tap,answer,false,86558,0,86558,86558,86450,86569,108,-11,0,59,1,0.993,0.964,,playable-spacing
garage,easy,2,easy-l2-drop-0017,tap,answer,false,91740,0,91740,91740,91904,91721,-164,19,0,63,0,0.993,0.964,,playable-spacing
garage,easy,2,easy-l2-drop-0018,tap,answer,false,98286,0,98286,98286,98450,98266,-164,20,0,67,2,0.993,0.964,,playable-spacing
garage,easy,2,easy-l2-drop-0019,tap,answer,false,103377,0,103377,103377,103541,103357,-164,20,0,71,0,0.993,0.964,,playable-spacing
garage,easy,2,easy-l2-drop-0020,tap,answer,false,110013,0,110013,110013,110086,110024,-73,-11,0,75,2,0.993,0.964,,playable-spacing
garage,easy,2,easy-l2-drop-0021,tap,answer,false,115104,0,115104,115104,115177,115115,-73,-11,0,79,0,0.993,0.964,,playable-spacing
garage,easy,2,easy-l2-drop-0022,tap,answer,false,121740,0,121740,121740,121723,121721,17,19,0,83,2,0.993,0.964,,playable-spacing
garage,easy,2,easy-l2-drop-0023,tap,answer,false,126831,0,126831,126831,126813,126812,18,19,0,87,0,0.993,0.964,,playable-spacing
garage,easy,2,easy-l2-drop-0024,tap,answer,false,133467,0,133467,133467,133359,133479,108,-12,0,91,2,0.993,0.964,,playable-spacing
garage,easy,2,easy-l2-drop-0025,tap,kobushi,false,25467,0,25467,25467,25359,25479,108,-12,0,17,1,0.993,0.964,,pre-hold-overlap
garage,easy,2,easy-l2-drop-0026,tap,kobushi,false,87740,0,87740,87740,87904,87721,-164,19,0,60,1,0.993,0.964,,pre-hold-overlap
garage,normal,1,normal-l1-0001,tap,call,true,922,0,922,922,995,933,-73,-11,0,0,2,0.993,0.964,,no
garage,normal,1,normal-l1-0002,tap,answer,false,1467,0,1467,1467,1359,1479,108,-12,0,0,3,0.993,0.964,,no
garage,normal,1,normal-l1-0003,hold,tame,false,2104,364,2468,2104,2086,2085,18,19,0,1,1,0.993,0.964,,no
garage,normal,1,normal-l1-0004,tap,answer,false,2649,0,2649,2649,2813,2630,-164,19,0,1,3,0.993,0.964,,no
garage,normal,1,normal-l1-0005,mash,kobushi,false,3286,1182,4468,3286,3177,3297,109,-11,0,2,0,0.993,0.964,,no
garage,normal,1,normal-l1-0006,hold,tame,false,4831,364,5195,4831,4995,4812,-164,19,0,3,1,0.993,0.964,,no
garage,normal,1,normal-l1-0007,tap,kobushi,false,5467,0,5467,5467,5359,5479,108,-12,0,3,2,0.993,0.964,,no
garage,normal,1,normal-l1-0008,tap,answer,false,5831,0,5831,5831,5723,5842,108,-11,0,3,3,0.993,0.964,,no
garage,normal,1,normal-l1-0009,tap,answer,false,6467,0,6467,6467,6450,6448,17,19,0,4,1,0.993,0.964,,no
garage,normal,1,normal-l1-0010,mash,kobushi,false,7104,1182,8286,7104,7177,7115,-73,-11,0,4,3,0.993,0.964,,no
garage,normal,1,normal-l1-0011,tap,answer,false,8649,0,8649,8649,8632,8630,17,19,0,5,3,0.993,0.964,,no
garage,normal,1,normal-l1-0012,tap,answer,false,9195,0,9195,9195,9359,9176,-164,19,0,6,1,0.993,0.964,,no
garage,normal,1,normal-l1-0013,tap,call,true,9558,0,9558,9558,9723,9539,-165,19,0,6,2,0.993,0.964,,no
garage,normal,1,normal-l1-0014,tap,answer,false,10286,0,10286,10286,10450,10266,-164,20,0,7,0,0.993,0.964,,no
garage,normal,1,normal-l1-0015,hold,tame,false,10831,364,11195,10831,10813,10812,18,19,0,7,1,0.993,0.964,,no
garage,normal,1,normal-l1-0016,tap,answer,false,11377,0,11377,11377,11541,11357,-164,20,0,7,3,0.993,0.964,,no
garage,normal,1,normal-l1-0017,mash,kobushi,false,11922,1182,13104,11922,11904,11903,18,19,0,8,0,0.993,0.964,,no
garage,normal,1,normal-l1-0018,hold,tame,false,13740,364,14104,13740,13723,13721,17,19,0,9,1,0.993,0.964,,no
garage,normal,1,normal-l1-0019,tap,kobushi,false,14286,0,14286,14286,14450,14266,-164,20,0,9,3,0.993,0.964,,no
garage,normal,1,normal-l1-0020,tap,answer,false,14558,0,14558,14558,14450,14569,108,-11,0,9,3,0.993,0.964,,no
garage,normal,1,normal-l1-0021,tap,answer,false,15195,0,15195,15195,15177,15176,18,19,0,10,1,0.993,0.964,,no
garage,normal,1,normal-l1-0022,mash,kobushi,false,15740,1182,16922,15740,15904,15721,-164,19,0,10,3,0.993,0.964,,no
garage,normal,1,normal-l1-0023,tap,answer,false,17467,0,17467,17467,17359,17479,108,-12,0,11,3,0.993,0.964,,no
garage,normal,1,normal-l1-0024,tap,answer,false,17831,0,17831,17831,17723,17842,108,-11,0,12,0,0.993,0.964,,no
garage,normal,1,normal-l1-0025,tap,call,true,18467,0,18467,18467,18450,18448,17,19,0,12,2,0.993,0.964,,no
garage,normal,1,normal-l1-0026,tap,answer,false,18922,0,18922,18922,18813,18933,109,-11,0,12,3,0.993,0.964,,no
garage,normal,1,normal-l1-0027,hold,tame,false,19467,364,19831,19467,19541,19479,-74,-12,0,13,1,0.993,0.964,,no
garage,normal,1,normal-l1-0028,tap,answer,false,20104,0,20104,20104,20268,20085,-164,19,0,13,3,0.993,0.964,,no
garage,normal,1,normal-l1-0029,mash,kobushi,false,20649,1182,21831,20649,20632,20630,17,19,0,14,0,0.993,0.964,,no
garage,normal,1,normal-l1-0030,hold,tame,false,22195,364,22559,22195,22086,22206,109,-11,0,14,0,0.993,0.964,,no
garage,normal,1,normal-l1-0031,tap,kobushi,false,22831,0,22831,22831,22813,22812,18,19,0,15,2,0.993,0.964,,no
garage,normal,1,normal-l1-0032,tap,answer,false,23377,0,23377,23377,23541,23357,-164,20,0,16,0,0.993,0.964,,no
garage,normal,1,normal-l1-0033,tap,kobushi,false,23649,0,23649,23649,23541,23660,108,-11,0,16,0,0.993,0.964,,no
garage,normal,1,normal-l1-0034,tap,answer,false,23922,0,23922,23922,23904,23903,18,19,0,16,1,0.993,0.964,,no
garage,normal,1,normal-l1-0035,mash,kobushi,false,24467,1182,25649,24467,24632,24448,-165,19,0,16,3,0.993,0.964,,no
garage,normal,1,normal-l1-0036,tap,answer,false,26104,0,26104,26104,26086,26085,18,19,0,17,3,0.993,0.964,,no
garage,normal,1,normal-l1-0037,tap,answer,false,26558,0,26558,26558,26450,26569,108,-11,0,18,0,0.993,0.964,,no
garage,normal,1,normal-l1-0038,tap,call,true,27195,0,27195,27195,27177,27176,18,19,0,18,2,0.993,0.964,,no
garage,normal,1,normal-l1-0039,tap,answer,false,27649,0,27649,27649,27541,27660,108,-11,0,18,3,0.993,0.964,,no
garage,normal,1,normal-l1-0040,hold,tame,false,28286,364,28650,28286,28268,28266,18,20,0,19,1,0.993,0.964,,no
garage,normal,1,normal-l1-0041,tap,answer,false,28831,0,28831,28831,28995,28812,-164,19,0,19,3,0.993,0.964,,no
garage,normal,1,normal-l1-0042,mash,kobushi,false,29467,1182,30649,29467,29359,29479,108,-12,0,20,0,0.993,0.964,,no
garage,normal,1,normal-l1-0043,hold,tame,false,31013,364,31377,31013,31177,30994,-164,19,0,21,1,0.993,0.964,,no
garage,normal,1,normal-l1-0044,tap,kobushi,false,31558,0,31558,31558,31541,31539,17,19,0,21,2,0.993,0.964,,no
garage,normal,1,normal-l1-0045,tap,answer,false,32104,0,32104,32104,32268,32085,-164,19,0,22,0,0.993,0.964,,no
garage,normal,1,normal-l1-0046,tap,answer,false,32558,0,32558,32558,32632,32569,-74,-11,0,22,1,0.993,0.964,,no
garage,normal,1,normal-l1-0047,mash,kobushi,false,33286,1182,34468,33286,33359,33297,-73,-11,0,22,3,0.993,0.964,,no
garage,normal,1,normal-l1-0048,tap,answer,false,34831,0,34831,34831,34813,34812,18,19,0,23,3,0.993,0.964,,no
garage,normal,1,normal-l1-0049,tap,answer,false,35377,0,35377,35377,35541,35357,-164,20,0,24,1,0.993,0.964,,no
garage,normal,1,normal-l1-0050,tap,call,true,35831,0,35831,35831,35904,35842,-73,-11,0,24,2,0.993,0.964,,no
garage,normal,1,normal-l1-0051,tap,answer,false,36467,0,36467,36467,36632,36448,-165,19,0,25,0,0.993,0.964,,no
garage,normal,1,normal-l1-0052,hold,tame,false,36922,364,37286,36922,36995,36933,-73,-11,0,25,1,0.993,0.964,,no
garage,normal,1,normal-l1-0053,tap,answer,false,37467,0,37467,37467,37359,37479,108,-12,0,25,2,0.993,0.964,,no
garage,normal,1,normal-l1-0054,mash,kobushi,false,38195,1182,39377,38195,38086,38206,109,-11,0,26,0,0.993,0.964,,no
garage,normal,1,normal-l1-0055,hold,tame,false,39740,364,40104,39740,39904,39721,-164,19,0,27,1,0.993,0.964,,no
garage,normal,1,normal-l1-0056,tap,kobushi,false,40377,0,40377,40377,40268,40388,109,-11,0,27,2,0.993,0.964,,no
garage,normal,1,normal-l1-0057,tap,answer,false,40740,0,40740,40740,40632,40751,108,-11,0,27,3,0.993,0.964,,no
garage,normal,1,normal-l1-0058,tap,answer,false,41377,0,41377,41377,41359,41357,18,20,0,28,1,0.993,0.964,,no
garage,normal,1,normal-l1-0059,mash,kobushi,false,41922,1182,43104,41922,42086,41903,-164,19,0,28,3,0.993,0.964,,no
garage,normal,1,normal-l1-0060,tap,answer,false,43467,0,43467,43467,43541,43479,-74,-12,0,29,3,0.993,0.964,,no
garage,normal,1,normal-l1-0061,tap,answer,false,44104,0,44104,44104,44268,44085,-164,19,0,30,1,0.993,0.964,,no
garage,normal,1,normal-l1-0062,tap,call,true,44467,0,44467,44467,44632,44448,-165,19,0,30,2,0.993,0.964,,no
garage,normal,1,normal-l1-0063,tap,answer,false,45195,0,45195,45195,45359,45176,-164,19,0,31,0,0.993,0.964,,no
garage,normal,1,normal-l1-0064,hold,tame,false,45649,364,46013,45649,45723,45660,-74,-11,0,31,1,0.993,0.964,,no
garage,normal,1,normal-l1-0065,tap,answer,false,46286,0,46286,46286,46450,46266,-164,20,0,31,3,0.993,0.964,,no
garage,normal,1,normal-l1-0066,tap,kobushi,false,46558,0,46558,46558,46450,46569,108,-11,0,31,3,0.993,0.964,,no
garage,normal,1,normal-l1-0067,mash,kobushi,false,46831,1182,48013,46831,46813,46812,18,19,0,32,0,0.993,0.964,,no
garage,normal,1,normal-l1-0068,hold,tame,false,48467,364,48831,48467,48632,48448,-165,19,0,33,1,0.993,0.964,,no
garage,normal,1,normal-l1-0069,tap,kobushi,false,49104,0,49104,49104,48995,49115,109,-11,0,33,2,0.993,0.964,,no
garage,normal,1,normal-l1-0070,tap,answer,false,49467,0,49467,49467,49359,49479,108,-12,0,33,3,0.993,0.964,,no
garage,normal,1,normal-l1-0071,tap,answer,false,50195,0,50195,50195,50086,50206,109,-11,0,34,1,0.993,0.964,,no
garage,normal,1,normal-l1-0072,mash,kobushi,false,50649,1182,51831,50649,50813,50630,-164,19,0,34,3,0.993,0.964,,no
garage,normal,1,normal-l1-0073,tap,answer,false,52286,0,52286,52286,52268,52266,18,20,0,35,3,0.993,0.964,,no
garage,normal,1,normal-l1-0074,tap,answer,false,52740,0,52740,52740,52632,52751,108,-11,0,36,0,0.993,0.964,,no
garage,normal,1,normal-l1-0075,tap,call,true,53377,0,53377,53377,53359,53357,18,20,0,36,2,0.993,0.964,,no
garage,normal,1,normal-l1-0076,tap,answer,false,53831,0,53831,53831,53723,53842,108,-11,0,36,3,0.993,0.964,,no
garage,normal,1,normal-l1-0077,hold,tame,false,54467,364,54831,54467,54450,54448,17,19,0,37,1,0.993,0.964,,no
garage,normal,1,normal-l1-0078,tap,answer,false,55013,0,55013,55013,55177,54994,-164,19,0,37,3,0.993,0.964,,no
garage,normal,1,normal-l1-0079,mash,kobushi,false,55558,1182,56740,55558,55541,55539,17,19,0,38,0,0.993,0.964,,no
garage,normal,1,normal-l1-0080,hold,tame,false,57104,364,57468,57104,56995,57115,109,-11,0,39,0,0.993,0.964,,no
garage,normal,1,normal-l1-0081,tap,kobushi,false,57740,0,57740,57740,57723,57721,17,19,0,39,2,0.993,0.964,,no
garage,normal,1,normal-l1-0082,tap,answer,false,58286,0,58286,58286,58450,58266,-164,20,0,40,0,0.993,0.964,,no
garage,normal,1,normal-l1-0083,tap,answer,false,58740,0,58740,58740,58813,58751,-73,-11,0,40,1,0.993,0.964,,no
garage,normal,1,normal-l1-0084,mash,kobushi,false,59467,1182,60649,59467,59541,59479,-74,-12,0,40,3,0.993,0.964,,no
garage,normal,1,normal-l1-0085,tap,answer,false,61013,0,61013,61013,60995,60994,18,19,0,41,3,0.993,0.964,,no
garage,normal,1,normal-l1-0086,tap,answer,false,61467,0,61467,61467,61359,61479,108,-12,0,42,0,0.993,0.964,,no
garage,normal,1,normal-l1-0087,tap,kobushi,false,61740,0,61740,61740,61723,61721,17,19,0,42,1,0.993,0.964,,no
garage,normal,1,normal-l1-0088,tap,call,true,62013,0,62013,62013,62086,62024,-73,-11,0,42,2,0.993,0.964,,no
garage,normal,1,normal-l1-0089,tap,answer,false,62558,0,62558,62558,62450,62569,108,-11,0,42,3,0.993,0.964,,no
garage,normal,1,normal-l1-0090,hold,tame,false,63286,364,63650,63286,63177,63297,109,-11,0,43,1,0.993,0.964,,no
garage,normal,1,normal-l1-0091,tap,answer,false,63831,0,63831,63831,63904,63842,-73,-11,0,43,3,0.993,0.964,,no
garage,normal,1,normal-l1-0092,mash,kobushi,false,64377,1182,65559,64377,64268,64388,109,-11,0,44,0,0.993,0.964,,no
garage,normal,1,normal-l1-0093,hold,tame,false,65922,364,66286,65922,66086,65903,-164,19,0,45,1,0.993,0.964,,no
garage,normal,1,normal-l1-0094,tap,kobushi,false,66467,0,66467,66467,66450,66448,17,19,0,45,2,0.993,0.964,,no
garage,normal,1,normal-l1-0095,tap,answer,false,66922,0,66922,66922,66813,66933,109,-11,0,45,3,0.993,0.964,,no
garage,normal,1,normal-l1-0096,tap,answer,false,67467,0,67467,67467,67541,67479,-74,-12,0,46,1,0.993,0.964,,no
garage,normal,1,normal-l1-0097,mash,kobushi,false,68195,1182,69377,68195,68268,68206,-73,-11,0,46,3,0.993,0.964,,no
garage,normal,1,normal-l1-0098,tap,answer,false,69740,0,69740,69740,69723,69721,17,19,0,47,3,0.993,0.964,,no
garage,normal,1,normal-l1-0099,tap,answer,false,70286,0,70286,70286,70450,70266,-164,20,0,48,1,0.993,0.964,,no
garage,normal,1,normal-l1-0100,tap,call,true,70740,0,70740,70740,70813,70751,-73,-11,0,48,2,0.993,0.964,,no
garage,normal,1,normal-l1-0101,tap,answer,false,71377,0,71377,71377,71541,71357,-164,20,0,48,0,0.993,0.964,,no
garage,normal,1,normal-l1-0102,hold,tame,false,71831,364,72195,71831,71904,71842,-73,-11,0,49,1,0.993,0.964,,no
garage,normal,1,normal-l1-0103,tap,answer,false,72467,0,72467,72467,72632,72448,-165,19,0,49,3,0.993,0.964,,no
garage,normal,1,normal-l1-0104,mash,kobushi,false,73104,1182,74286,73104,72995,73115,109,-11,0,50,0,0.993,0.964,,no
garage,normal,1,normal-l1-0105,hold,tame,false,74649,364,75013,74649,74813,74630,-164,19,0,51,1,0.993,0.964,,no
garage,normal,1,normal-l1-0106,tap,kobushi,false,75286,0,75286,75286,75177,75297,109,-11,0,51,2,0.993,0.964,,no
garage,normal,1,normal-l1-0107,tap,answer,false,75649,0,75649,75649,75541,75660,108,-11,0,51,3,0.993,0.964,,no
garage,normal,1,normal-l1-0108,tap,answer,false,76286,0,76286,76286,76268,76266,18,20,0,52,1,0.993,0.964,,no
garage,normal,1,normal-l1-0109,mash,kobushi,false,76831,1182,78013,76831,76995,76812,-164,19,0,52,3,0.993,0.964,,no
garage,normal,1,normal-l1-0110,tap,answer,false,78467,0,78467,78467,78450,78448,17,19,0,53,3,0.993,0.964,,no
garage,normal,1,normal-l1-0111,tap,answer,false,78922,0,78922,78922,78813,78933,109,-11,0,54,0,0.993,0.964,,no
garage,normal,1,normal-l1-0112,tap,call,true,79467,0,79467,79467,79541,79479,-74,-12,0,54,2,0.993,0.964,,no
garage,normal,1,normal-l1-0113,tap,answer,false,80104,0,80104,80104,80268,80085,-164,19,0,55,0,0.993,0.964,,no
