creature_id,display_name,body,trait,cost,attack,hp,speed,weird,ability_name
"041-024","猫翼","翼","猫","5","6","4","4","3","猫化翼体"
"041-025","猫尻尾","尻尾","猫","5","6","4","4","3","猫化尻尾体"
"041-026","猫目玉","目玉","猫","5","6","4","4","3","猫化目玉体"
"041-027","猫背骨","背骨","猫","5","6","4","4","3","猫化背骨体"
"041-028","猫鎧","鎧","猫","5","6","4","4","3","猫化鎧体"
"041-029","猫鉄球","鉄球","猫","5","6","4","4","3","猫化鉄球体"
"041-030","猫大砲","大砲","猫","5","6","4","4","3","猫化大砲体"
"041-031","猫火山","火山","猫","5","5","4","5","5","猫化火山体"
"041-032","猫雷","雷","猫","5","5","4","5","5","猫化雷体"
"041-033","猫嵐","嵐","猫","5","5","4","5","5","猫化嵐体"
"041-034","猫雪","雪","猫","5","5","4","5","5","猫化雪体"
"041-035","猫砂漠","砂漠","猫","5","5","4","5","5","猫化砂漠体"
"041-036","猫森","森","猫","5","5","4","5","5","猫化森体"
"041-037","猫海","海","猫","5","5","4","5","5","猫化海体"
"041-038","猫月","月","猫","5","5","4","5","5","猫化月体"
"041-039","猫太陽","太陽","猫","5","5","4","5","5","猫化太陽体"
"041-040","猫星","星","猫","5","5","4","5","5","猫化星体"
"041-041","猫又","猫","猫","5","5","4","6","2","猫化猫体"
"041-042","猫犬","犬","猫","5","5","4","7","2","猫化犬体"
"041-043","猫蛙","蛙","猫","5","5","4","7","2","猫化蛙体"
"041-044","猫鴉","鴉","猫","5","5","4","7","2","猫化鴉体"
"041-045","猫鯨","鯨","猫","5","5","4","7","2","猫化鯨体"
"041-046","猫蛇","蛇","猫","5","5","4","7","2","猫化蛇体"
"041-047","猫蜘蛛","蜘蛛","猫","5","5","4","7","2","猫化蜘蛛体"
"041-048","猫鮫","鮫","猫","5","5","4","7","2","猫化鮫体"
"041-049","猫狐","狐","猫","5","5","4","7","2","猫化狐体"
"041-050","猫亀","亀","猫","5","5","4","7","2","猫化亀体"
"041-051","猫怒り","怒り","猫","5","3","4","5","7","猫化怒り体"
"041-052","猫涙","涙","猫","5","3","4","5","7","猫化涙体"
"041-053","猫笑い","笑い","猫","5","3","4","5","7","猫化笑い体"
"041-054","猫眠り","眠り","猫","5","3","4","5","7","猫化眠り体"
"041-055","猫夢","夢","猫","5","3","4","5","7","猫化夢体"
"041-056","猫記憶","記憶","猫","5","3","4","5","7","猫化記憶体"
"041-057","猫勇気","勇気","猫","5","3","4","5","7","猫化勇気体"
"041-058","猫嘘","嘘","猫","5","3","4","5","7","猫化嘘体"
"041-059","猫影","影","猫","5","3","4","5","7","猫化影体"
"041-060","猫光","光","猫","5","3","4","5","7","猫化光体"
"041-061","猫鬼","鬼","猫","6","7","5","5","7","猫妖獣"
"041-062","猫天狗","天狗","猫","6","7","5","5","7","猫妖獣"
"041-063","猫河童","河童","猫","6","7","5","5","7","猫妖獣"
"041-064","猫幽霊","幽霊","猫","6","7","5","5","7","猫妖獣"
"041-065","猫妖精","妖精","猫","6","7","5","5","7","猫妖獣"
"041-066","猫魔王","魔王","猫","6","7","5","5","7","猫妖獣"
"041-067","猫勇者","勇者","猫","6","7","5","5","7","猫妖獣"
"041-068","猫魔法","魔法","猫","6","7","5","5","7","猫妖獣"
"041-069","猫呪い","呪い","猫","6","7","5","5","7","猫妖獣"
"041-070","猫祈り","祈り","猫","6","7","5","5","7","猫妖獣"
"041-071","猫鍋","鍋","猫","4","3","6","4","4","猫化鍋体"
"041-072","猫団子","団子","猫","4","3","6","4","4","猫化団子体"
"041-073","猫饅頭","饅頭","猫","4","3","6","4","4","猫化饅頭体"
"041-074","猫傘","傘","猫","4","3","6","4","4","猫化傘体"
"041-075","猫提灯","提灯","猫","4","3","6","4","4","猫化提灯体"
"041-076","猫鏡","鏡","猫","4","3","6","4","4","猫化鏡体"
"041-077","猫時計","時計","猫","4","3","6","4","4","猫化時計体"
"041-078","猫磁石","磁石","猫","4","3","6","4","4","猫化磁石体"
"041-079","猫歯車","歯車","猫","4","3","6","4","4","猫化歯車体"
"041-080","猫鍵","鍵","猫","4","3","6","4","4","猫化鍵体"
"041-081","猫祭り","祭り","猫","5","5","5","5","5","猫化祭り体"
"041-082","猫屋台","屋台","猫","5","5","5","5","5","猫化屋台体"
"041-083","猫温泉","温泉","猫","5","5","5","5","5","猫化温泉体"
"041-084","猫畳","畳","猫","5","5","5","5","5","猫化畳体"
"041-085","猫路地","路地","猫","5","5","5","5","5","猫化路地体"
"041-086","猫地下","地下","猫","5","5","5","5","5","猫化地下体"
"041-087","猫電車","電車","猫","5","5","5","5","5","猫化電車体"
"041-088","猫ロボ","ロボ","猫","5","5","5","5","5","猫化ロボ体"
"041-089","猫宇宙","宇宙","猫","5","5","5","5","5","猫化宇宙体"
"041-090","猫時空","時空","猫","5","5","5","5","5","猫化時空体"
"041-091","猫早口","早口","猫","5","5","4","6","7","猫化早口体"
"041-092","猫無口","無口","猫","5","5","4","6","7","猫化無口体"
"041-093","猫巨大","巨大","猫","5","5","4","6","7","猫化巨大体"
"041-094","猫極小","極小","猫","5","5","4","6","7","猫化極小体"
"041-095","猫逆立ち","逆立ち","猫","5","5","4","6","7","猫化逆立ち体"
"041-096","猫透明","透明","猫","5","5","4","6","7","猫化透明体"
"041-097","猫分身","分身","猫","5","5","4","6","7","猫化分身体"
"041-098","猫暴走","暴走","猫","5","5","4","6","7","猫化暴走体"
"041-099","猫変身","変身","猫","5","5","4","6","7","猫化変身体"
"041-100","猫最終","最終","猫","5","5","4","6","7","猫化最終体"
"042-001","犬爺","爺","犬","4","4","5","4","4","犬化爺体"
"042-002","犬婆","婆","犬","4","4","5","4","4","犬化婆体"
"042-003","犬番長","番長","犬","4","4","5","4","4","犬化番長体"
"042-004","犬忍者","忍者","犬","4","4","5","4","4","犬化忍者体"
"042-005","犬侍","侍","犬","4","4","5","4","4","犬化侍体"
"042-006","犬博士","博士","犬","4","4","5","4","4","犬化博士体"
"042-007","犬王様","王様","犬","4","4","5","4","4","犬化王様体"
"042-008","犬姫","姫","犬","4","4","5","4","4","犬化姫体"
"042-009","犬僧侶","僧侶","犬","4","4","5","4","4","犬化僧侶体"
"042-010","犬商人","商人","犬","4","4","5","4","4","犬化商人体"
"042-011","犬受験","受験","犬","4","3","5","3","6","犬化受験体"
"042-012","犬宿題","宿題","犬","4","3","5","3","6","犬化宿題体"
"042-013","犬赤点","赤点","犬","4","3","5","3","6","犬化赤点体"
"042-014","犬合格","合格","犬","4","3","5","3","6","犬化合格体"
"042-015","犬部活","部活","犬","4","3","5","3","6","犬化部活体"
"042-016","犬文化祭","文化祭","犬","4","3","5","3","6","犬化文化祭体"
"042-017","犬校長","校長","犬","4","3","5","3","6","犬化校長体"
"042-018","犬黒板","黒板","犬","4","3","5","3","6","犬化黒板体"
"042-019","犬消しゴム","消しゴム","犬","4","3","5","3","6","犬化消しゴム体"
"042-020","犬給食","給食","犬","4","3","5","3","6","犬化給食体"
"042-021","犬コブシ","コブシ","犬","5","6","4","4","3","犬化コブシ体"
"042-022","犬牙","牙","犬","5","6","4","4","3","犬化牙体"
"042-023","犬角","角","犬","5","6","4","4","3","犬化角体"
"042-024","犬翼","翼","犬","5","6","4","4","3","犬化翼体"
"042-025","犬尻尾","尻尾","犬","5","6","4","4","3","犬化尻尾体"
"042-026","犬目玉","目玉","犬","5","6","4","4","3","犬化目玉体"
"042-027","犬背骨","背骨","犬","5","6","4","4","3","犬化背骨体"
"042-028","犬鎧","鎧","犬","5","6","4","4","3","犬化鎧体"
"042-029","犬鉄球","鉄球","犬","5","6","4","4","3","犬化鉄球体"
"042-030","犬大砲","大砲","犬","5","6","4","4","3","犬化大砲体"
"042-031","犬火山","火山","犬","5","5","4","5","5","犬化火山体"
"042-032","犬雷","雷","犬","5","5","4","5","5","犬化雷体"
"042-033","犬嵐","嵐","犬","5","5","4","5","5","犬化嵐体"
"042-034","犬雪","雪","犬","5","5","4","5","5","犬化雪体"
"042-035","犬砂漠","砂漠","犬","5","5","4","5","5","犬化砂漠体"
"042-036","犬森","森","犬","5","5","4","5","5","犬化森体"
"042-037","犬海","海","犬","5","5","4","5","5","犬化海体"
"042-038","犬月","月","犬","5","5","4","5","5","犬化月体"
"042-039","犬太陽","太陽","犬","5","5","4","5","5","犬化太陽体"
"042-040","犬星","星","犬","5","5","4","5","5","犬化星体"
"042-041","犬猫","猫","犬","5","5","4","6","3","犬化猫体"
"042-042","犬犬","犬","犬","5","5","4","6","2","犬化犬体"
"042-043","犬蛙","蛙","犬","5","5","4","7","2","犬化蛙体"
"042-044","犬鴉","鴉","犬","5","5","4","7","2","犬化鴉体"
"042-045","犬鯨","鯨","犬","5","5","4","7","2","犬化鯨体"
"042-046","犬蛇","蛇","犬","5","5","4","7","2","犬化蛇体"
"042-047","犬蜘蛛","蜘蛛","犬","5","5","4","7","2","犬化蜘蛛体"
"042-048","犬鮫","鮫","犬","5","5","4","7","2","犬化鮫体"
"042-049","犬狐","狐","犬","5","5","4","7","2","犬化狐体"
"042-050","犬亀","亀","犬","5","5","4","7","2","犬化亀体"
"042-051","犬怒り","怒り","犬","5","3","4","5","7","犬化怒り体"
"042-052","犬涙","涙","犬","5","3","4","5","7","犬化涙体"
"042-053","犬笑い","笑い","犬","5","3","4","5","7","犬化笑い体"
"042-054","犬眠り","眠り","犬","5","3","4","5","7","犬化眠り体"
"042-055","犬夢","夢","犬","5","3","4","5","7","犬化夢体"
"042-056","犬記憶","記憶","犬","5","3","4","5","7","犬化記憶体"
"042-057","犬勇気","勇気","犬","5","3","4","5","7","犬化勇気体"
"042-058","犬嘘","嘘","犬","5","3","4","5","7","犬化嘘体"
"042-059","犬影","影","犬","5","3","4","5","7","犬化影体"
"042-060","犬光","光","犬","5","3","4","5","7","犬化光体"
"042-061","犬鬼","鬼","犬","6","7","5","5","7","犬妖獣"
"042-062","犬天狗","天狗","犬","6","7","5","5","7","犬妖獣"
"042-063","犬河童","河童","犬","6","7","5","5","7","犬妖獣"
"042-064","犬幽霊","幽霊","犬","6","7","5","5","7","犬妖獣"
"042-065","犬妖精","妖精","犬","6","7","5","5","7","犬妖獣"
"042-066","犬魔王","魔王","犬","6","7","5","5","7","犬妖獣"
"042-067","犬勇者","勇者","犬","6","7","5","5","7","犬妖獣"
"042-068","犬魔法","魔法","犬","6","7","5","5","7","犬妖獣"
"042-069","犬呪い","呪い","犬","6","7","5","5","7","犬妖獣"
"042-070","犬祈り","祈り","犬","6","7","5","5","7","犬妖獣"
"042-071","犬鍋","鍋","犬","4","3","6","4","4","犬化鍋体"
"042-072","犬団子","団子","犬","4","3","6","4","4","犬化団子体"
"042-073","犬饅頭","饅頭","犬","4","3","6","4","4","犬化饅頭体"
"042-074","犬傘","傘","犬","4","3","6","4","4","犬化傘体"
"042-075","犬提灯","提灯","犬","4","3","6","4","4","犬化提灯体"
"042-076","犬鏡","鏡","犬","4","3","6","4","4","犬化鏡体"
"042-077","犬時計","時計","犬","4","3","6","4","4","犬化時計体"
"042-078","犬磁石","磁石","犬","4","3","6","4","4","犬化磁石体"
"042-079","犬歯車","歯車","犬","4","3","6","4","4","犬化歯車体"
"042-080","犬鍵","鍵","犬","4","3","6","4","4","犬化鍵体"
"042-081","犬祭り","祭り","犬","5","5","5","5","5","犬化祭り体"
"042-082","犬屋台","屋台","犬","5","5","5","5","5","犬化屋台体"
"042-083","犬温泉","温泉","犬","5","5","5","5","5","犬化温泉体"
"042-084","犬畳","畳","犬","5","5","5","5","5","犬化畳体"
"042-085","犬路地","路地","犬","5","5","5","5","5","犬化路地体"
"042-086","犬地下","地下","犬","5","5","5","5","5","犬化地下体"
"042-087","犬電車","電車","犬","5","5","5","5","5","犬化電車体"
"042-088","犬ロボ","ロボ","犬","5","5","5","5","5","犬化ロボ体"
"042-089","犬宇宙","宇宙","犬","5","5","5","5","5","犬化宇宙体"
"042-090","犬時空","時空","犬","5","5","5","5","5","犬化時空体"
"042-091","犬早口","早口","犬","5","5","4","6","7","犬化早口体"
"042-092","犬無口","無口","犬","5","5","4","6","7","犬化無口体"
"042-093","犬巨大","巨大","犬","5","5","4","6","7","犬化巨大体"
"042-094","犬極小","極小","犬","5","5","4","6","7","犬化極小体"
"042-095","犬逆立ち","逆立ち","犬","5","5","4","6","7","犬化逆立ち体"
"042-096","犬透明","透明","犬","5","5","4","6","7","犬化透明体"
"042-097","犬分身","分身","犬","5","5","4","6","7","犬化分身体"
"042-098","犬暴走","暴走","犬","5","5","4","6","7","犬化暴走体"
"042-099","犬変身","変身","犬","5","5","4","6","7","犬化変身体"
"042-100","犬最終","最終","犬","5","5","4","6","7","犬化最終体"
"043-001","蛙爺","爺","蛙","4","4","5","4","4","蛙化爺体"
"043-002","蛙婆","婆","蛙","4","4","5","4","4","蛙化婆体"
"043-003","蛙番長","番長","蛙","4","4","5","4","4","蛙化番長体"
"043-004","蛙忍者","忍者","蛙","4","4","5","4","4","蛙化忍者体"
"043-005","蛙侍","侍","蛙","4","4","5","4","4","蛙化侍体"
"043-006","蛙博士","博士","蛙","4","4","5","4","4","蛙化博士体"
"043-007","蛙王様","王様","蛙","4","4","5","4","4","蛙化王様体"
"043-008","蛙姫","姫","蛙","4","4","5","4","4","蛙化姫体"
"043-009","蛙僧侶","僧侶","蛙","4","4","5","4","4","蛙化僧侶体"
"043-010","蛙商人","商人","蛙","4","4","5","4","4","蛙化商人体"
"043-011","蛙受験","受験","蛙","4","3","5","3","6","蛙化受験体"
"043-012","蛙宿題","宿題","蛙","4","3","5","3","6","蛙化宿題体"
"043-013","蛙赤点","赤点","蛙","4","3","5","3","6","蛙化赤点体"
"043-014","蛙合格","合格","蛙","4","3","5","3","6","蛙化合格体"
"043-015","蛙部活","部活","蛙","4","3","5","3","6","蛙化部活体"
"043-016","蛙文化祭","文化祭","蛙","4","3","5","3","6","蛙化文化祭体"
"043-017","蛙校長","校長","蛙","4","3","5","3","6","蛙化校長体"
"043-018","蛙黒板","黒板","蛙","4","3","5","3","6","蛙化黒板体"
"043-019","蛙消しゴム","消しゴム","蛙","4","3","5","3","6","蛙化消しゴム体"
"043-020","蛙給食","給食","蛙","4","3","5","3","6","蛙化給食体"
"043-021","蛙コブシ","コブシ","蛙","5","6","4","4","3","蛙化コブシ体"
"043-022","蛙牙","牙","蛙","5","6","4","4","3","蛙化牙体"
"043-023","蛙角","角","蛙","5","6","4","4","3","蛙化角体"
"043-024","蛙翼","翼","蛙","5","6","4","4","3","蛙化翼体"
"043-025","蛙尻尾","尻尾","蛙","5","6","4","4","3","蛙化尻尾体"
"043-026","蛙目玉","目玉","蛙","5","6","4","4","3","蛙化目玉体"
"043-027","蛙背骨","背骨","蛙","5","6","4","4","3","蛙化背骨体"
"043-028","蛙鎧","鎧","蛙","5","6","4","4","3","蛙化鎧体"
"043-029","蛙鉄球","鉄球","蛙","5","6","4","4","3","蛙化鉄球体"
"043-030","蛙大砲","大砲","蛙","5","6","4","4","3","蛙化大砲体"
"043-031","蛙火山","火山","蛙","5","5","4","5","5","蛙化火山体"
"043-032","蛙雷","雷","蛙","5","5","4","5","5","蛙化雷体"
"043-033","蛙嵐","嵐","蛙","5","5","4","5","5","蛙化嵐体"
"043-034","蛙雪","雪","蛙","5","5","4","5","5","蛙化雪体"
"043-035","蛙砂漠","砂漠","蛙","5","5","4","5","5","蛙化砂漠体"
"043-036","蛙森","森","蛙","5","5","4","5","5","蛙化森体"
"043-037","蛙海","海","蛙","5","5","4","5","5","蛙化海体"
"043-038","蛙月","月","蛙","5","5","4","5","5","蛙化月体"
"043-039","蛙太陽","太陽","蛙","5","5","4","5","5","蛙化太陽体"
"043-040","蛙星","星","蛙","5","5","4","5","5","蛙化星体"
"043-041","蛙猫","猫","蛙","5","5","4","6","3","蛙化猫体"
"043-042","蛙犬","犬","蛙","5","5","4","6","3","蛙化犬体"
"043-043","蛙蛙","蛙","蛙","5","5","4","6","2","蛙化蛙体"
"043-044","蛙鴉","鴉","蛙","5","5","4","7","2","蛙化鴉体"
"043-045","蛙鯨","鯨","蛙","5","5","4","7","2","蛙化鯨体"
"043-046","蛙蛇","蛇","蛙","5","5","4","7","2","蛙化蛇体"
"043-047","蛙蜘蛛","蜘蛛","蛙","5","5","4","7","2","蛙化蜘蛛体"
"043-048","蛙鮫","鮫","蛙","5","5","4","7","2","蛙化鮫体"
"043-049","蛙狐","狐","蛙","5","5","4","7","2","蛙化狐体"
"043-050","蛙亀","亀","蛙","5","5","4","7","2","蛙化亀体"
"043-051","蛙怒り","怒り","蛙","5","3","4","5","7","蛙化怒り体"
"043-052","蛙涙","涙","蛙","5","3","4","5","7","蛙化涙体"
"043-053","蛙笑い","笑い","蛙","5","3","4","5","7","蛙化笑い体"
"043-054","蛙眠り","眠り","蛙","5","3","4","5","7","蛙化眠り体"
"043-055","蛙夢","夢","蛙","5","3","4","5","7","蛙化夢体"
"043-056","蛙記憶","記憶","蛙","5","3","4","5","7","蛙化記憶体"
"043-057","蛙勇気","勇気","蛙","5","3","4","5","7","蛙化勇気体"
"043-058","蛙嘘","嘘","蛙","5","3","4","5","7","蛙化嘘体"
"043-059","蛙影","影","蛙","5","3","4","5","7","蛙化影体"
"043-060","蛙光","光","蛙","5","3","4","5","7","蛙化光体"
"043-061","蛙鬼","鬼","蛙","6","7","5","5","7","蛙妖獣"
"043-062","蛙天狗","天狗","蛙","6","7","5","5","7","蛙妖獣"
"043-063","蛙河童","河童","蛙","6","7","5","5","7","蛙妖獣"
"043-064","蛙幽霊","幽霊","蛙","6","7","5","5","7","蛙妖獣"
"043-065","蛙妖精","妖精","蛙","6","7","5","5","7","蛙妖獣"
"043-066","蛙魔王","魔王","蛙","6","7","5","5","7","蛙妖獣"
"043-067","蛙勇者","勇者","蛙","6","7","5","5","7","蛙妖獣"
"043-068","蛙魔法","魔法","蛙","6","7","5","5","7","蛙妖獣"
"043-069","蛙呪い","呪い","蛙","6","7","5","5","7","蛙妖獣"
"043-070","蛙祈り","祈り","蛙","6","7","5","5","7","蛙妖獣"
"043-071","蛙鍋","鍋","蛙","4","3","6","4","4","蛙化鍋体"
"043-072","蛙団子","団子","蛙","4","3","6","4","4","蛙化団子体"
"043-073","蛙饅頭","饅頭","蛙","4","3","6","4","4","蛙化饅頭体"
"043-074","蛙傘","傘","蛙","4","3","6","4","4","蛙化傘体"
"043-075","蛙提灯","提灯","蛙","4","3","6","4","4","蛙化提灯体"
"043-076","蛙鏡","鏡","蛙","4","3","6","4","4","蛙化鏡体"
"043-077","蛙時計","時計","蛙","4","3","6","4","4","蛙化時計体"
"043-078","蛙磁石","磁石","蛙","4","3","6","4","4","蛙化磁石体"
"043-079","蛙歯車","歯車","蛙","4","3","6","4","4","蛙化歯車体"
"043-080","蛙鍵","鍵","蛙","4","3","6","4","4","蛙化鍵体"
"043-081","蛙祭り","祭り","蛙","5","5","5","5","5","蛙化祭り体"
"043-082","蛙屋台","屋台","蛙","5","5","5","5","5","蛙化屋台体"
"043-083","蛙温泉","温泉","蛙","5","5","5","5","5","蛙化温泉体"
"043-084","蛙畳","畳","蛙","5","5","5","5","5","蛙化畳体"
"043-085","蛙路地","路地","蛙","5","5","5","5","5","蛙化路地体"
"043-086","蛙地下","地下","蛙","5","5","5","5","5","蛙化地下体"
"043-087","蛙電車","電車","蛙","5","5","5","5","5","蛙化電車体"
"043-088","蛙ロボ","ロボ","蛙","5","5","5","5","5","蛙化ロボ体"
"043-089","蛙宇宙","宇宙","蛙","5","5","5","5","5","蛙化宇宙体"
"043-090","蛙時空","時空","蛙","5","5","5","5","5","蛙化時空体"
"043-091","蛙早口","早口","蛙","5","5","4","6","7","蛙化早口体"
"043-092","蛙無口","無口","蛙","5","5","4","6","7","蛙化無口体"
"043-093","蛙巨大","巨大","蛙","5","5","4","6","7","蛙化巨大体"
"043-094","蛙極小","極小","蛙","5","5","4","6","7","蛙化極小体"
"043-095","蛙逆立ち","逆立ち","蛙","5","5","4","6","7","蛙化逆立ち体"
"043-096","蛙透明","透明","蛙","5","5","4","6","7","蛙化透明体"
"043-097","蛙分身","分身","蛙","5","5","4","6","7","蛙化分身体"
"043-098","蛙暴走","暴走","蛙","5","5","4","6","7","蛙化暴走体"
"043-099","蛙変身","変身","蛙","5","5","4","6","7","蛙化変身体"
"043-100","蛙最終","最終","蛙","5","5","4","6","7","蛙化最終体"
"044-001","鴉爺","爺","鴉","4","4","5","4","4","鴉化爺体"
"044-002","鴉婆","婆","鴉","4","4","5","4","4","鴉化婆体"
"044-003","鴉番長","番長","鴉","4","4","5","4","4","鴉化番長体"
"044-004","鴉忍者","忍者","鴉","4","4","5","4","4","鴉化忍者体"
"044-005","鴉侍","侍","鴉","4","4","5","4","4","鴉化侍体"
"044-006","鴉博士","博士","鴉","4","4","5","4","4","鴉化博士体"
"044-007","鴉王様","王様","鴉","4","4","5","4","4","鴉化王様体"
"044-008","鴉姫","姫","鴉","4","4","5","4","4","鴉化姫体"
"044-009","鴉僧侶","僧侶","鴉","4","4","5","4","4","鴉化僧侶体"
"044-010","鴉商人","商人","鴉","4","4","5","4","4","鴉化商人体"
"044-011","鴉受験","受験","鴉","4","3","5","3","6","鴉化受験体"
"044-012","鴉宿題","宿題","鴉","4","3","5","3","6","鴉化宿題体"
"044-013","鴉赤点","赤点","鴉","4","3","5","3","6","鴉化赤点体"
"044-014","鴉合格","合格","鴉","4","3","5","3","6","鴉化合格体"
"044-015","鴉部活","部活","鴉","4","3","5","3","6","鴉化部活体"
"044-016","鴉文化祭","文化祭","鴉","4","3","5","3","6","鴉化文化祭体"
"044-017","鴉校長","校長","鴉","4","3","5","3","6","鴉化校長体"
"044-018","鴉黒板","黒板","鴉","4","3","5","3","6","鴉化黒板体"
"044-019","鴉消しゴム","消しゴム","鴉","4","3","5","3","6","鴉化消しゴム体"
"044-020","鴉給食","給食","鴉","4","3","5","3","6","鴉化給食体"
"044-021","鴉コブシ","コブシ","鴉","5","6","4","4","3","鴉化コブシ体"
"044-022","鴉牙","牙","鴉","5","6","4","4","3","鴉化牙体"
"044-023","鴉角","角","鴉","5","6","4","4","3","鴉化角体"
"044-024","鴉翼","翼","鴉","5","6","4","4","3","鴉化翼体"
"044-025","鴉尻尾","尻尾","鴉","5","6","4","4","3","鴉化尻尾体"
"044-026","鴉目玉","目玉","鴉","5","6","4","4","3","鴉化目玉体"
"044-027","鴉背骨","背骨","鴉","5","6","4","4","3","鴉化背骨体"
"044-028","鴉鎧","鎧","鴉","5","6","4","4","3","鴉化鎧体"
"044-029","鴉鉄球","鉄球","鴉","5","6","4","4","3","鴉化鉄球体"
"044-030","鴉大砲","大砲","鴉","5","6","4","4","3","鴉化大砲体"
"044-031","鴉火山","火山","鴉","5","5","4","5","5","鴉化火山体"
"044-032","鴉雷","雷","鴉","5","5","4","5","5","鴉化雷体"
"044-033","鴉嵐","嵐","鴉","5","5","4","5","5","鴉化嵐体"
"044-034","鴉雪","雪","鴉","5","5","4","5","5","鴉化雪体"
"044-035","鴉砂漠","砂漠","鴉","5","5","4","5","5","鴉化砂漠体"
"044-036","鴉森","森","鴉","5","5","4","5","5","鴉化森体"
"044-037","鴉海","海","鴉","5","5","4","5","5","鴉化海体"
"044-038","鴉月","月","鴉","5","5","4","5","5","鴉化月体"
"044-039","鴉太陽","太陽","鴉","5","5","4","5","5","鴉化太陽体"
"044-040","鴉星","星","鴉","5","5","4","5","5","鴉化星体"
"044-041","鴉猫","猫","鴉","5","5","4","6","3","鴉化猫体"
"044-042","鴉犬","犬","鴉","5","5","4","6","3","鴉化犬体"
"044-043","鴉蛙","蛙","鴉","5","5","4","6","3","鴉化蛙体"
"044-044","鴉鴉","鴉","鴉","5","5","4","6","2","鴉化鴉体"
"044-045","鴉鯨","鯨","鴉","5","5","4","7","2","鴉化鯨体"
"044-046","鴉蛇","蛇","鴉","5","5","4","7","2","鴉化蛇体"
"044-047","鴉蜘蛛","蜘蛛","鴉","5","5","4","7","2","鴉化蜘蛛体"
"044-048","鴉鮫","鮫","鴉","5","5","4","7","2","鴉化鮫体"
"044-049","鴉狐","狐","鴉","5","5","4","7","2","鴉化狐体"
"044-050","鴉亀","亀","鴉","5","5","4","7","2","鴉化亀体"
"044-051","鴉怒り","怒り","鴉","5","3","4","5","7","鴉化怒り体"
"044-052","鴉涙","涙","鴉","5","3","4","5","7","鴉化涙体"
"044-053","鴉笑い","笑い","鴉","5","3","4","5","7","鴉化笑い体"
"044-054","鴉眠り","眠り","鴉","5","3","4","5","7","鴉化眠り体"
"044-055","鴉夢","夢","鴉","5","3","4","5","7","鴉化夢体"
"044-056","鴉記憶","記憶","鴉","5","3","4","5","7","鴉化記憶体"
"044-057","鴉勇気","勇気","鴉","5","3","4","5","7","鴉化勇気体"
"044-058","鴉嘘","嘘","鴉","5","3","4","5","7","鴉化嘘体"
"044-059","鴉影","影","鴉","5","3","4","5","7","鴉化影体"
"044-060","鴉光","光","鴉","5","3","4","5","7","鴉化光体"
"044-061","鴉鬼","鬼","鴉","6","7","5","5","7","鴉妖獣"
"044-062","鴉天狗","天狗","鴉","6","7","5","5","7","鴉妖獣"
"044-063","鴉河童","河童","鴉","6","7","5","5","7","鴉妖獣"
"044-064","鴉幽霊","幽霊","鴉","6","7","5","5","7","鴉妖獣"
"044-065","鴉妖精","妖精","鴉","6","7","5","5","7","鴉妖獣"
"044-066","鴉魔王","魔王","鴉","6","7","5","5","7","鴉妖獣"
"044-067","鴉勇者","勇者","鴉","6","7","5","5","7","鴉妖獣"
"044-068","鴉魔法","魔法","鴉","6","7","5","5","7","鴉妖獣"
"044-069","鴉呪い","呪い","鴉","6","7","5","5","7","鴉妖獣"
"044-070","鴉祈り","祈り","鴉","6","7","5","5","7","鴉妖獣"
"044-071","鴉鍋","鍋","鴉","4","3","6","4","4","鴉化鍋体"
"044-072","鴉団子","団子","鴉","4","3","6","4","4","鴉化団子体"
"044-073","鴉饅頭","饅頭","鴉","4","3","6","4","4","鴉化饅頭体"
"044-074","鴉傘","傘","鴉","4","3","6","4","4","鴉化傘体"
"044-075","鴉提灯","提灯","鴉","4","3","6","4","4","鴉化提灯体"
"044-076","鴉鏡","鏡","鴉","4","3","6","4","4","鴉化鏡体"
"044-077","鴉時計","時計","鴉","4","3","6","4","4","鴉化時計体"
"044-078","鴉磁石","磁石","鴉","4","3","6","4","4","鴉化磁石体"
"044-079","鴉歯車","歯車","鴉","4","3","6","4","4","鴉化歯車体"
"044-080","鴉鍵","鍵","鴉","4","3","6","4","4","鴉化鍵体"
"044-081","鴉祭り","祭り","鴉","5","5","5","5","5","鴉化祭り体"
"044-082","鴉屋台","屋台","鴉","5","5","5","5","5","鴉化屋台体"
"044-083","鴉温泉","温泉","鴉","5","5","5","5","5","鴉化温泉体"
"044-084","鴉畳","畳","鴉","5","5","5","5","5","鴉化畳体"
"044-085","鴉路地","路地","鴉","5","5","5","5","5","鴉化路地体"
"044-086","鴉地下","地下","鴉","5","5","5","5","5","鴉化地下体"
"044-087","鴉電車","電車","鴉","5","5","5","5","5","鴉化電車体"
"044-088","鴉ロボ","ロボ","鴉","5","5","5","5","5","鴉化ロボ体"
"044-089","鴉宇宙","宇宙","鴉","5","5","5","5","5","鴉化宇宙体"
"044-090","鴉時空","時空","鴉","5","5","5","5","5","鴉化時空体"
"044-091","鴉早口","早口","鴉","5","5","4","6","7","鴉化早口体"
"044-092","鴉無口","無口","鴉","5","5","4","6","7","鴉化無口体"
"044-093","鴉巨大","巨大","鴉","5","5","4","6","7","鴉化巨大体"
"044-094","鴉極小","極小","鴉","5","5","4","6","7","鴉化極小体"
"044-095","鴉逆立ち","逆立ち","鴉","5","5","4","6","7","鴉化逆立ち体"
"044-096","鴉透明","透明","鴉","5","5","4","6","7","鴉化透明体"
